firstName,lastName,onLoan,height,weight,position,rosterCategory,playerCategories,jerseyNumber,Team,Games played,Minutes played,Starts,Subbed off,Clearances,Blocks,Interceptions,Success Rate - Tackles,Success Rate - Duels,Success Rate - Aerial Duels,Success Rate - Passes,Total passes,Successful passes,Passes per 90 mins,Success Rate - Long Passes,Pass Direction - Forward,Pass Direction - Left,Pass Direction - Right,Pass Direction - Back,Pass Accuracy - Opp. Half,Pass Accuracy - Own Half,Total open play crosses,Succ. crosses,Assists,Second assists,Key Passes,Total shots (excluding blocked shots),Shots on target,Goals scored,Conversion rate,Mins per goal,Left foot goals,Right foot goals,Headed goals,Other,Goals inside the box,Goals outside the box,Direct free kick goals,Fouls won,Fouls conceded,Yellow cards,Red cards,Success Rate - Saves,Clean sheets,Catches,Punches,Drops,Penalties saved
Clint,Irwin,FALSE,191,88,Goalkeeper,Senior,,1,min,3,270,3,0,5,,,,,,70.90%,79,56,26.3,43.60%,57.00%,25.30%,17.70%,0.00%,26.10%,89.30%,0,0,0,0,0,,,,,,,,,,,,,2,0,1,0,71.40%,0,4,2,0,0
Wil,Trapp,FALSE,173,69,Midfielder,Senior,,20,min,16,"1,291",15,4,13,5,16,62.90%,50%,44.80%,84%,706,593,49.2,67.80%,33.10%,30.00%,24.50%,12.30%,78.30%,89.50%,6,0,0,1,11,9,1,0,0%,-,0,0,0,0,0,0,0,8,12,4,0,,,,,,
Ousman,Jabang,FALSE,187,73,Midfielder,Supplemental Slots 25-28,,23,mtl,1,9,0,0,1,0,1,-,0%,-,85.70%,14,12,140,-,42.90%,50.00%,7.10%,0.00%,60%,100%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Jules-Anthony,Vilsaint,FALSE,190,,Forward,Supplemental Slots 21-24,International,28,mtl,2,32,0,0,0,0,1,100%,50%,60%,25%,4,1,11.3,-,50.00%,25.00%,25.00%,0.00%,20%,-%,1,0,0,0,0,2,2,0,0%,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ilias,Iliadis,FALSE,176,,Midfielder,,,5,mtl,6,251,4,2,3,0,5,60%,40%,33.30%,64.60%,99,64,35.5,33.30%,26.30%,7.10%,38.40%,28.30%,55.70%,68.90%,7,1,0,0,3,1,0,0,0%,-,0,0,0,0,0,0,0,2,6,1,1,,,,,,
Jojea,Kwizera,FALSE,175,59,Forward,Supplemental Slots 25-28,,17,mtl,3,88,1,1,0,0,1,-,38.50%,0%,72.10%,43,31,44,33.30%,46.50%,2.30%,25.60%,25.60%,56.80%,100%,5,1,0,0,0,2,1,0,0%,-,0,0,0,0,0,0,0,1,2,0,0,,,,,,
Gabriele,Corbo,FALSE,186,,Defender,Senior,International,25,mtl,15,"1,160",12,3,51,7,19,72.70%,37.80%,39.10%,84%,593,498,46,60%,41.30%,23.90%,26.10%,8.60%,74.30%,90.10%,2,0,1,1,1,4,1,0,0%,-,0,0,0,0,0,0,0,7,13,4,0,,,,,,
Matko,Miljevic,FALSE,176,76,Midfielder,Senior,U22 Initiative,8,mtl,5,75,0,0,0,0,0,50%,38.10%,25%,73.50%,34,25,40.8,66.70%,23.50%,23.50%,35.30%,17.60%,54.30%,100%,2,0,0,0,0,2,1,0,0%,-,0,0,0,0,0,0,0,2,3,1,0,,,,,,
Róbert,Thorkelsson,FALSE,,,Defender,Senior,InternationalU22 Initiative,26,mtl,9,222,2,1,2,0,3,71.40%,38.20%,22.20%,85.50%,110,94,44.6,50%,37.30%,9.10%,40.00%,13.60%,69.60%,96.50%,3,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,4,6,2,0,,,,,,
Ahmed,Hamdi,FALSE,178,68,Midfielder,Senior,International,7,mtl,7,251,2,1,2,0,1,40%,38.70%,50%,77.10%,96,74,34.4,50%,28.10%,26.00%,25.00%,20.80%,78.50%,74.20%,0,0,0,0,4,1,1,0,0%,-,0,0,0,0,0,0,0,2,1,1,0,,,,,,
Sunusi,Ibrahim,FALSE,,,Forward,Senior,InternationalU22 Initiative,14,mtl,17,827,8,7,1,0,1,20%,42.10%,39.20%,74.10%,201,149,21.9,40%,15.90%,30.80%,25.40%,27.90%,67.10%,83.70%,12,2,2,0,15,14,5,1,7.10%,827,0,0,1,0,1,0,0,11,11,0,0,,,,,,
Rida,Zouhir,TRUE,178,73,Midfielder,Supplemental Slots 29-30,Homegrown,18,mtl,5,218,1,1,2,0,2,60%,54.20%,100%,82.60%,92,76,38,33.30%,19.60%,20.70%,30.40%,29.30%,69%,88.90%,3,1,0,0,1,1,0,0,0%,-,0,0,0,0,0,0,0,3,2,1,0,,,,,,
Nathan,Saliba,FALSE,173,71,Midfielder,Supplemental Slots 29-30,Homegrown,19,mtl,14,685,8,5,3,4,7,38.90%,47.20%,37.50%,76.70%,288,221,37.8,47.60%,27.80%,27.10%,23.60%,21.50%,65.80%,87.60%,4,1,0,0,3,5,1,0,0%,-,0,0,0,0,0,0,0,5,17,2,0,,,,,,
Sean,Rea,FALSE,170,60,Midfielder,Supplemental Slots 29-30,Homegrown,27,mtl,15,744,7,6,0,0,2,60%,28.10%,0%,78.30%,230,180,27.8,37.50%,25.70%,24.80%,23.90%,25.70%,69.60%,81.30%,19,2,0,2,11,3,2,0,0%,-,0,0,0,0,0,0,0,5,6,2,0,,,,,,
Jean-Aniel,Assi,TRUE,178,74,Midfielder,Signed,Homegrown,35,mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinonso,Offor,FALSE,191,84,Forward,Senior,International,9,mtl,19,"1,129",12,6,13,2,0,80%,42.90%,49.50%,62.20%,249,155,19.8,25%,17.30%,27.30%,22.50%,32.90%,54.60%,79.70%,3,0,0,0,9,24,10,3,12.50%,376.3,0,2,1,0,3,0,0,24,30,1,0,,,,,,
Jonathan,Sirois,FALSE,183,73,Goalkeeper,Supplemental Slots 29-30,Homegrown,40,mtl,19,"1,627",18,0,21,,,,,,66.30%,528,350,29.2,38.90%,63.30%,16.50%,20.30%,0.00%,38.20%,84.40%,0,0,0,0,1,,,,,,,,,,,,,1,0,0,0,73.30%,8,9,14,0,0
Victor,Wanyama,FALSE,188,80,Midfielder,Senior,InternationalDesignated Player,2,mtl,19,"1,541",17,2,18,2,16,50%,50.80%,47.70%,82.10%,716,588,41.8,52.20%,27.80%,26.30%,30.90%,15.10%,76.90%,88.90%,0,0,0,1,8,9,3,0,0%,-,0,0,0,0,0,0,0,30,24,5,0,,,,,,
Bryce,Duke,FALSE,170,66,Midfielder,Supplemental Slots 21-24,Homegrown,10,mtl,20,"1,324",16,13,1,0,18,45.80%,45%,24%,79.30%,657,521,44.7,46%,30.10%,25.00%,22.70%,22.20%,71%,87.20%,7,1,1,2,18,12,6,2,16.70%,662,0,2,0,0,1,1,0,31,16,3,0,,,,,,
Joel,Waterman,FALSE,185,78,Defender,Senior,,16,mtl,16,"1,305",15,2,45,13,11,64.70%,49%,36.70%,83.80%,881,738,60.8,55.70%,43.80%,27.10%,21.30%,7.70%,74.40%,89.40%,11,1,0,1,2,2,1,1,50%,"1,305",0,1,0,0,1,0,0,12,17,6,0,,,,,,
Lassi,Lappalainen,FALSE,183,76,Midfielder,Senior,International,21,mtl,12,680,9,8,3,0,6,83.30%,40.80%,36.40%,79.90%,204,163,27,77.80%,19.10%,16.70%,37.70%,26.50%,74.70%,87.30%,5,1,0,0,6,6,3,1,16.70%,680,0,1,0,0,1,0,0,5,3,0,0,,,,,,
George,Campbell,FALSE,188,84,Defender,Supplemental Slots 25-28,Homegrown,24,mtl,13,737,8,1,24,7,8,62.50%,54.40%,45.50%,83.30%,448,373,54.7,39.50%,39.10%,27.50%,21.70%,11.80%,71.50%,89.70%,0,0,1,0,2,1,1,0,0%,-,0,0,0,0,0,0,0,6,10,2,0,,,,,,
Zachary,Brault-Guillard,FALSE,171,66,Defender,Senior,,15,mtl,13,559,5,3,10,2,3,28.60%,37.20%,55.60%,74%,208,154,33.5,38.90%,32.20%,36.50%,5.30%,26.00%,61%,82.80%,24,7,0,0,9,4,2,1,25%,559,0,1,0,0,1,0,0,2,6,0,0,,,,,,
Mathieu,Choinière,FALSE,175,68,Midfielder,Supplemental Slots 25-28,Homegrown,29,mtl,17,"1,446",16,5,19,5,12,65.80%,48.80%,42.10%,82.50%,583,481,36.3,57.10%,29.20%,21.40%,26.20%,23.20%,70.80%,88.80%,33,7,2,1,21,16,10,2,12.50%,723,2,0,0,0,2,0,0,27,24,3,0,,,,,,
Rudy,Camacho,FALSE,185,79,Defender,Senior,International,4,mtl,18,"1,433",17,3,71,12,24,77.80%,63.10%,68.70%,86.60%,940,814,59,61%,38.20%,27.20%,29.00%,5.50%,76.50%,91.50%,0,0,0,0,2,7,4,1,14.30%,"1,433",0,0,1,0,1,0,0,6,20,4,1,,,,,,
Mason,Toye,FALSE,190,82,Forward,Senior,Generation adidas,13,mtl,8,384,5,5,3,0,1,0%,58.60%,57.10%,73.60%,72,53,16.9,100%,9.70%,15.30%,37.50%,37.50%,55.40%,95.70%,7,0,0,1,5,7,4,2,28.60%,192,1,1,0,0,2,0,0,5,2,0,0,,,,,,
Aaron,Herrera,FALSE,180,71,Defender,Senior,Homegrown,22,mtl,15,"1,175",14,4,20,5,9,69.60%,47.60%,52.40%,79.40%,494,392,37.8,51.90%,40.10%,37.20%,3.80%,18.80%,66%,83.10%,48,6,2,0,16,2,1,0,0%,-,0,0,0,0,0,0,0,5,17,3,0,,,,,,
James,Pantemis,FALSE,185,77,Goalkeeper,Supplemental Slots 21-24,Homegrown,41,mtl,2,173,2,1,5,,,,,,78.20%,55,43,28.6,28.60%,58.20%,5.50%,36.40%,0.00%,28.60%,85.40%,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,61.50%,0,0,3,0,0
Samuel,Piette,FALSE,171,73,Midfielder,Senior,,6,mtl,3,172,3,2,4,2,3,83.30%,51.90%,25%,82.10%,106,87,55.5,70%,40.60%,34.00%,12.30%,13.20%,71.70%,90%,0,0,0,0,2,0,0,0,-,-,0,0,0,0,0,0,0,4,3,1,0,,,,,,
Logan,Ketterer,FALSE,191,82,Goalkeeper,Supplemental Slots 21-24,,1,mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romell,Quioto,FALSE,178,69,Forward,Senior,,30,mtl,7,477,6,3,2,1,0,33.30%,39.10%,33.30%,81.10%,127,103,24,100%,19.70%,18.10%,31.50%,30.70%,72.40%,90.30%,7,1,0,0,5,11,5,3,27.30%,159,0,2,1,0,3,0,0,6,2,1,0,,,,,,
Ariel,Lassiter,FALSE,178,70,Forward,Senior,,11,mtl,20,"1,088",10,6,6,0,9,88.90%,48%,14.30%,77.50%,316,245,26.1,45.80%,21.50%,13.60%,37.00%,27.80%,65%,79.80%,39,9,2,0,12,17,11,1,5.90%,"1,088",1,0,0,0,1,0,0,15,13,3,0,,,,,,
Joey,Skinner,FALSE,183,63,Defender,Supplemental Slots 25-28,Generation adidas,13,nsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemy,Amiche,TRUE,180,70,Forward,Supplemental Slots 31,International,91,nsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebiyou,Perry,FALSE,182,70,Midfielder,Supplemental Slots 25-28,,29,nsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben,Martino,FALSE,198,88,Goalkeeper,Supplemental Slots 21-24,Homegrown,67,nsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukas,MacNaughton,FALSE,185,86,Defender,Senior,,3,nsh,11,717,9,4,29,8,16,50%,53.50%,40.90%,89.10%,422,376,53,47.60%,32.70%,38.40%,23.50%,5.50%,73.10%,94.30%,1,0,0,0,1,4,3,1,25%,717,0,0,1,0,1,0,0,4,4,1,0,,,,,,
Ahmed,Longmire,FALSE,191,86,Defender,Drafted,,21,nsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaq,Moore,FALSE,180,74,Defender,Senior,,18,nsh,21,"1,826",20,0,28,7,15,55.20%,57.80%,48.50%,78.70%,722,568,35.6,43.60%,39.20%,32.80%,3.50%,24.50%,63.20%,89.90%,61,17,3,0,19,3,0,0,0%,-,0,0,0,0,0,0,0,19,29,3,0,,,,,,
Josh,Bauer,FALSE,188,79,Defender,Supplemental Slots 25-28,,22,nsh,5,267,2,1,10,7,4,60%,60.70%,52.60%,89.10%,174,155,58.7,35.70%,32.20%,46.60%,13.20%,8.00%,70%,94.80%,0,0,0,0,0,1,0,0,0%,-,0,0,0,0,0,0,0,2,2,2,0,,,,,,
Nick,DePuy,FALSE,196,93,Defender,Senior,,4,nsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurence,Wyke,FALSE,185,82,Midfielder,Supplemental Slots 21-24,,16,nsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey,DeZart II,FALSE,185,88,Midfielder,Supplemental Slots 21-24,,43,nsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian,Anunga,FALSE,180,81,Midfielder,Senior,,27,nsh,10,208,1,1,1,1,4,66.70%,51.70%,75%,90.50%,84,76,36.3,62.50%,32.10%,15.50%,32.10%,20.20%,84.60%,93.50%,1,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,5,1,0,,,,,,
Luke,Haakenson,FALSE,178,79,Midfielder,Supplemental Slots 21-24,,26,nsh,7,166,2,2,2,1,1,33.30%,45%,50%,66.70%,39,26,21.1,0%,38.50%,23.10%,20.50%,17.90%,55.60%,84.60%,1,0,0,0,2,0,0,0,-,-,0,0,0,0,0,0,0,5,5,1,0,,,,,,
Jack,Maher,FALSE,191,79,Defender,Supplemental Slots 21-24,Generation adidas,5,nsh,21,"1,890",21,0,72,8,20,56.70%,66.20%,68.80%,88.80%,"1,106",982,52.7,60.30%,30.20%,29.00%,36.30%,4.50%,73%,94.50%,2,1,0,0,2,5,2,0,0%,-,0,0,0,0,0,0,0,6,16,1,0,,,,,,
Elliot,Panicco,FALSE,196,93,Goalkeeper,Supplemental Slots 21-24,,30,nsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hany,Mukhtar,FALSE,173,72,Midfielder,Senior,Designated Player,10,nsh,21,"1,766",19,4,4,0,3,63.60%,42.70%,27.30%,79.90%,632,505,32.2,61%,26.40%,19.50%,22.90%,31.20%,63.70%,91.20%,14,2,7,1,41,56,35,13,23.20%,135.8,2,11,0,0,12,1,0,43,15,2,0,,,,,,
Jacob,Shaffelburg,FALSE,177,75,Forward,Supplemental Slots 29-30,Homegrown,14,nsh,18,934,10,9,3,0,12,50%,44.20%,40%,63.50%,189,120,18.2,26.70%,36.50%,15.90%,27.00%,20.60%,52.80%,63.60%,38,7,0,0,13,12,7,3,25%,311.3,2,1,0,0,3,0,0,9,7,1,0,,,,,,
Ethan,Zubak,FALSE,183,75,Forward,Supplemental Slots 25-28,Homegrown,11,nsh,7,131,0,0,5,0,0,50%,51.50%,61.90%,66%,50,33,34.4,-,30.00%,16.00%,16.00%,38.00%,68.80%,55%,2,0,0,0,2,2,0,0,0%,-,0,0,0,0,0,0,0,2,5,1,0,,,,,,
Ján,Gregus,FALSE,189,82,Midfielder,Senior,,24,nsh,12,180,1,1,1,0,3,53.80%,50%,20%,84.20%,146,123,73,43.80%,34.90%,32.20%,25.30%,7.50%,81.40%,86.90%,1,0,0,0,2,0,0,0,-,-,0,0,0,0,0,0,0,1,4,1,0,,,,,,
Randall,Leal,FALSE,169,74,Midfielder,Senior,,8,nsh,9,419,5,5,0,0,1,72.70%,41%,10%,88%,166,146,35.7,37.50%,29.50%,21.70%,20.50%,28.30%,73.80%,95.20%,12,2,0,0,6,7,4,3,42.90%,139.7,0,3,0,0,2,1,0,5,7,1,0,,,,,,
Fafà,Picault,FALSE,173,63,Midfielder,Senior,,7,nsh,17,"1,040",13,12,7,2,14,85.70%,48.70%,33.30%,70%,260,182,22.5,23.10%,23.50%,15.00%,27.70%,33.80%,60.60%,76.40%,22,3,1,0,9,21,12,4,19%,260,1,3,0,0,3,1,0,23,15,2,0,,,,,,
Taylor,Washington,FALSE,178,77,Defender,Supplemental Slots 21-24,,23,nsh,15,285,1,1,9,1,7,50%,63.30%,54.50%,83.90%,112,94,35.4,11.10%,33.00%,0.90%,39.30%,26.80%,74.30%,89.10%,8,2,0,0,0,3,2,1,33.30%,285,1,0,0,0,1,0,0,5,3,4,0,,,,,,
Alex,Muyl,FALSE,180,79,Midfielder,Senior,Homegrown,19,nsh,19,"1,264",15,11,12,4,15,48.30%,45.20%,47.60%,75.40%,399,301,28.4,47.50%,35.10%,23.30%,18.00%,23.60%,67.20%,82.40%,15,2,0,3,12,11,5,1,9.10%,"1,264",0,0,0,1,1,0,0,22,22,3,0,,,,,,
Aníbal,Godoy,FALSE,183,75,Midfielder,Senior,,20,nsh,14,955,11,8,7,4,17,52.40%,56.50%,35%,90.70%,557,505,52.5,78.10%,27.50%,30.90%,27.10%,14.50%,87.70%,93.10%,3,1,0,1,6,3,1,0,0%,-,0,0,0,0,0,0,0,15,12,2,0,,,,,,
Sean,Davis,FALSE,183,75,Midfielder,Senior,Homegrown,54,nsh,19,"1,289",15,8,17,6,23,50%,55.30%,77.30%,85.70%,539,462,37.6,48.90%,34.10%,25.00%,22.40%,18.40%,79.90%,90.50%,6,1,1,0,4,6,1,0,0%,-,0,0,0,0,0,0,0,7,10,0,0,,,,,,
Joe,Willis,FALSE,196,86,Goalkeeper,Senior,,1,nsh,21,"1,890",21,0,6,,,,,,59.60%,525,313,25,41.90%,73.10%,13.30%,13.50%,0.00%,33.20%,83.60%,0,0,0,0,0,,,,,,,,,,,,,2,0,0,0,80.50%,7,28,5,3,0
Walker,Zimmerman,FALSE,188,89,Defender,Senior,,25,nsh,15,"1,099",13,2,52,12,13,58.80%,57.10%,59.70%,84%,605,508,49.5,56%,38.00%,40.70%,16.90%,4.50%,63.40%,93%,2,0,1,0,5,6,3,1,16.70%,"1,099",0,1,0,0,1,0,0,4,12,1,1,,,,,,
Teal,Bunbury,FALSE,188,80,Forward,Senior,,12,nsh,19,"1,181",15,13,5,2,5,100%,44.90%,47.40%,63%,270,170,20.6,0%,24.80%,22.60%,24.10%,28.50%,57.90%,72.10%,12,2,1,0,10,19,5,2,10.50%,590.5,1,0,1,0,2,0,0,18,32,4,0,,,,,,
Dax,McCarty,FALSE,176,68,Midfielder,Senior,,6,nsh,18,"1,178",14,9,22,7,12,46.20%,55%,65%,85.70%,683,585,52.2,69.10%,33.40%,28.60%,24.00%,14.10%,78.50%,92.80%,4,2,2,1,16,5,0,0,0%,-,0,0,0,0,0,0,0,10,16,4,0,,,,,,
Daniel,Lovitz,FALSE,178,77,Defender,Senior,,2,nsh,21,"1,879",21,1,39,7,20,65.80%,55.90%,60%,78.50%,"1,013",795,48.5,54.30%,44.10%,4.10%,38.00%,13.70%,63.60%,87%,35,12,3,0,23,9,3,0,0%,-,0,0,0,0,0,0,0,12,24,2,0,,,,,,
Joshua,Bolma,FALSE,175,61,Forward,Supplemental Slots 29-30,Generation adidas,16,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nacho,Gil,FALSE,168,63,Midfielder,Senior,International,23,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giacomo,Vrioni,FALSE,188,85,Forward,Senior,Designated PlayerInternational,9,ne,17,625,4,3,2,2,1,50%,40.80%,42.50%,69.30%,101,70,14.5,66.70%,22.80%,28.70%,15.80%,32.70%,60.30%,85.30%,1,0,0,1,2,17,11,4,23.50%,156.3,3,1,0,0,3,1,0,13,13,0,0,,,,,,
Dylan,Borrero,FALSE,180,66,Midfielder,Senior,InternationalU22 Initiative,11,ne,8,516,7,6,1,0,3,57.10%,54.50%,0%,78.30%,180,141,31.4,60%,18.90%,18.30%,39.40%,23.30%,66%,86.80%,27,8,0,1,7,12,7,2,16.70%,258,0,2,0,0,1,1,0,9,4,0,1,,,,,,
Djordje,Petrovic,FALSE,194,89,Goalkeeper,Senior,International,99,ne,19,"1,710",19,0,12,,,,,,59.80%,505,302,26.6,32.40%,61.60%,22.40%,16.00%,0.00%,21.60%,87.70%,0,0,1,0,1,,,,,,,,,,,,,2,0,0,0,76.90%,6,17,6,3,1
Esmir,Bajraktarevic,FALSE,175,64,Forward,Senior,Homegrown,47,ne,8,357,4,5,0,0,1,100%,51.10%,50%,80%,100,80,25.2,25%,17.00%,27.00%,14.00%,42.00%,73%,82.40%,5,1,0,0,2,7,3,0,0%,-,0,0,0,0,0,0,0,10,6,0,0,,,,,,
Jack,Panayotou,FALSE,,,Midfielder,Supplemental Slots 29-30,Homegrown,22,ne,8,246,2,2,2,0,1,57.10%,32.40%,25%,76.90%,78,60,28.5,20%,26.90%,11.50%,30.80%,30.80%,63%,84.40%,4,0,0,0,3,2,0,0,0%,-,0,0,0,0,0,0,0,3,7,0,0,,,,,,
Ryan,Spaulding,FALSE,170,68,Defender,Senior,,34,ne,2,176,2,1,5,0,1,100%,43.80%,60%,80.60%,93,75,47.6,30%,40.90%,9.70%,31.20%,18.30%,74.50%,85%,2,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,2,4,0,0,,,,,,
Noel,Buck,FALSE,180,72,Midfielder,Supplemental Slots 25-28,Homegrown,29,ne,16,"1,246",14,4,12,2,14,67.40%,52.80%,20%,83.10%,591,491,42.7,59.60%,31.50%,26.60%,21.50%,20.50%,79.20%,88.50%,6,3,1,0,9,9,4,2,22.20%,623,1,1,0,0,0,2,0,17,22,4,0,,,,,,
Ben,Reveno,TRUE,,,Defender,Supplemental Slots 25-28,,77,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob,Jackson,FALSE,180,86,Goalkeeper,Signed,,98,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas,Maciel Felix,TRUE,170,70,Midfielder,Supplemental Slots 25-28,International,13,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Kessler,FALSE,193,84,Defender,Senior,,4,ne,7,585,7,1,23,8,3,85.70%,62.30%,53.30%,88%,341,300,52.5,64.80%,35.50%,40.50%,16.70%,7.30%,72.40%,94.20%,0,0,0,0,1,3,1,1,33.30%,585,0,1,0,0,1,0,0,2,7,1,0,,,,,,
Damián,Rivera,FALSE,178,73,Midfielder,Supplemental Slots 29-30,Homegrown,72,ne,4,103,1,1,1,0,0,100%,55%,50%,63.30%,30,19,26.2,-,26.70%,20.00%,23.30%,30.00%,50%,83.30%,5,0,0,0,2,2,1,0,0%,-,0,0,0,0,0,0,0,4,2,0,0,,,,,,
Christian,Makoun,FALSE,185,75,Defender,Senior,,6,ne,7,475,5,2,13,2,6,38.50%,47.50%,33.30%,81%,274,222,51.9,42.50%,37.20%,16.40%,35.00%,11.30%,71%,88.70%,5,1,1,0,3,3,2,0,0%,-,0,0,0,0,0,0,0,1,9,0,0,,,,,,
Gustavo,Bou,FALSE,176,72,Forward,Senior,InternationalDesignated Player,7,ne,11,739,9,6,3,1,5,42.90%,45.90%,37.50%,68.50%,216,148,26.3,66.70%,21.30%,19.40%,36.60%,22.70%,59.90%,80.50%,25,6,2,0,9,27,12,4,14.80%,184.8,3,1,0,0,3,1,0,7,6,0,0,,,,,,
Carles,Gil,FALSE,171,65,Midfielder,Senior,Designated Player,10,ne,19,"1,449",16,3,4,0,10,91.70%,59.70%,33.30%,83.40%,908,757,56.4,69.80%,35.20%,29.20%,18.40%,17.20%,73.10%,92.30%,31,7,3,6,52,28,15,7,25%,207,5,2,0,0,6,1,0,39,4,5,0,,,,,,
Justin,Rennicks,FALSE,180,75,Forward,Supplemental Slots 21-24,Homegrown,12,ne,11,274,1,1,4,0,1,50%,50%,33.30%,76.60%,64,49,21,0%,14.10%,29.70%,12.50%,43.80%,65.30%,89.50%,4,0,0,0,2,2,1,0,0%,-,0,0,0,0,0,0,0,7,5,0,0,,,,,,
DeJuan,Jones,FALSE,181,75,Defender,Senior,,24,ne,17,"1,530",17,0,35,6,24,54.80%,49.40%,43.80%,83.20%,870,724,51.2,46.10%,37.60%,8.60%,30.80%,23.00%,75.50%,87.30%,40,12,2,2,15,8,6,1,12.50%,"1,530",0,1,0,0,1,0,0,21,16,2,0,,,,,,
Brandon,Bye,FALSE,183,79,Defender,Senior,,15,ne,16,"1,395",16,1,47,7,19,63.60%,56.70%,59.60%,73.30%,614,450,39.6,33.90%,41.40%,35.80%,2.90%,19.90%,60.20%,79.30%,67,10,1,1,16,8,1,1,12.50%,"1,395",0,1,0,0,1,0,0,11,10,1,0,,,,,,
Latif,Blessing,FALSE,170,64,Midfielder,Senior,International,19,ne,14,982,13,10,6,3,13,55.90%,54%,57.10%,87.20%,444,387,40.7,68.20%,23.40%,33.60%,30.60%,12.40%,84.70%,89.40%,2,0,1,0,10,3,2,0,0%,-,0,0,0,0,0,0,0,18,23,4,0,,,,,,
Bobby,Wood,FALSE,180,79,Forward,Senior,,17,ne,18,"1,157",16,16,6,2,1,42.90%,40.10%,36.40%,70.80%,209,148,16.3,0%,23.40%,26.80%,12.40%,37.30%,68.70%,74.60%,1,0,4,0,8,19,11,7,36.80%,165.3,1,5,1,0,7,0,0,21,20,2,0,,,,,,
Emmanuel,Boateng,FALSE,168,68,Midfielder,Senior,,18,ne,18,"1,052",12,7,8,3,6,53.80%,51.40%,23.10%,84%,337,283,28.8,44.40%,22.60%,7.40%,39.50%,30.60%,69.80%,89.70%,55,13,2,1,17,7,4,2,28.60%,526,2,0,0,0,1,1,0,5,4,1,0,,,,,,
Dave,Romney,FALSE,188,86,Defender,Senior,,2,ne,20,"1,800",20,0,92,15,23,63.60%,54.30%,58.60%,84.80%,"1,122",951,56.1,50.60%,38.00%,24.60%,33.70%,3.70%,67%,92.40%,3,0,1,0,2,7,1,0,0%,-,0,0,0,0,0,0,0,4,10,1,0,,,,,,
Earl,Edwards Jr.,FALSE,190,93,Goalkeeper,Supplemental Slots 21-24,,36,ne,1,90,1,0,0,,,,,,59.40%,32,19,32,29.40%,56.30%,15.60%,28.10%,0.00%,23.10%,84.20%,0,0,0,0,0,,,,,,,,,,,,,0,0,1,0,75%,0,0,0,0,0
Matt,Polster,FALSE,183,77,Midfielder,Senior,,8,ne,19,"1,691",19,3,24,7,29,58.10%,46.40%,58.60%,88.10%,"1,020",899,54.3,70.70%,24.10%,32.60%,28.60%,14.60%,82.80%,92.70%,3,0,1,0,11,9,3,1,11.10%,"1,691",0,0,1,0,1,0,0,11,31,3,0,,,,,,
Omar,González,FALSE,196,94,Defender,Senior,,3,ne,6,146,1,0,9,1,1,66.70%,55.60%,50%,86%,50,43,30.8,71.40%,54.00%,10.00%,22.00%,14.00%,66.70%,92.10%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,2,1,0,,,,,,
Andrew,Farrell,FALSE,181,84,Defender,Senior,,88,ne,15,"1,216",13,0,37,13,21,61.90%,51.20%,35%,86.30%,643,555,47.6,50.50%,43.40%,34.80%,16.30%,5.40%,76.20%,93.10%,3,1,0,0,3,0,0,0,-,-,0,0,0,0,0,0,0,10,7,1,0,,,,,,
